iter	Recall	Logloss
233	0.9824561404	0.1135444583
234	0.9824561404	0.1133419657
235	0.9824561404	0.1124281102
236	0.9824561404	0.1114554682
237	0.9824561404	0.1109037941
238	0.9824561404	0.1102687028
239	0.9824561404	0.1095776466
240	0.9824561404	0.1090686935
241	0.9824561404	0.1088854135
242	0.9824561404	0.1082529172
243	0.9824561404	0.107717351
244	0.984962406	0.1075487297
245	0.984962406	0.107055747
246	0.984962406	0.1064288956
247	0.984962406	0.1063575454
248	0.984962406	0.106102118
249	0.984962406	0.1057963383
250	0.984962406	0.1056328748
251	0.984962406	0.1051988972
252	0.984962406	0.1049822538
253	0.984962406	0.1044166209
254	0.984962406	0.1038906079
255	0.9874686717	0.102944478
256	0.9874686717	0.1027957106
257	0.9874686717	0.1020560903
258	0.9874686717	0.1018341564
259	0.9874686717	0.1015228028
260	0.9874686717	0.1013818963
261	0.9874686717	0.1012097655
262	0.9874686717	0.1010276489
263	0.9874686717	0.1003854741
264	0.9874686717	0.09985256462
265	0.9874686717	0.09955925568
266	0.9874686717	0.09897405243
267	0.9874686717	0.09837070736
268	0.9874686717	0.0982849524
269	0.9874686717	0.09808011089
270	0.9874686717	0.09781770219
271	0.9874686717	0.09768906786
272	0.9874686717	0.09743763851
273	0.9874686717	0.0973167134
274	0.9874686717	0.09706453337
275	0.9874686717	0.09702521539
276	0.9874686717	0.09696101172
277	0.9874686717	0.09654874429
278	0.9874686717	0.09610564812
279	0.9874686717	0.09547503935
280	0.9874686717	0.09524683306
281	0.9874686717	0.09511202463
282	0.9874686717	0.09497946624
283	0.9874686717	0.0949095092
284	0.9874686717	0.09418384765
285	0.9899749373	0.09394240387
286	0.9899749373	0.09329965147
287	0.9899749373	0.09308344385
288	0.9899749373	0.09264923462
289	0.9899749373	0.09232068233
290	0.9899749373	0.09198718599
291	0.9899749373	0.09187749802
292	0.9899749373	0.09175393447
293	0.9899749373	0.09148241582
294	0.9899749373	0.09115854166
295	0.9899749373	0.09099833638
296	0.9899749373	0.09084974858
297	0.9899749373	0.09046730705
298	0.9899749373	0.09035103265
299	0.9899749373	0.09014428242
300	0.9899749373	0.09000398753
301	0.9899749373	0.08949297635
302	0.9899749373	0.08936114613
303	0.9899749373	0.08934315064
304	0.9899749373	0.08917639779
305	0.9899749373	0.0889503758
306	0.9899749373	0.08879930552
307	0.9899749373	0.08866136866
308	0.9899749373	0.08853748352
309	0.9899749373	0.08841579718
310	0.992481203	0.08785571274
311	0.992481203	0.08763343468
312	0.992481203	0.08728759288
313	0.992481203	0.08721179961
314	0.992481203	0.08707610752
315	0.992481203	0.08680966561
316	0.992481203	0.08649854218
317	0.992481203	0.08615743122
318	0.992481203	0.08591532747
319	0.992481203	0.08561219127
320	0.992481203	0.08527359216
321	0.992481203	0.08516730063
322	0.992481203	0.08487102617
323	0.992481203	0.08457911497
324	0.992481203	0.08413715362
325	0.992481203	0.08400160237
326	0.992481203	0.08390455004
327	0.992481203	0.08378734553
328	0.992481203	0.08336952402
329	0.992481203	0.08327776487
330	0.992481203	0.08286734016
331	0.992481203	0.0823488823
332	0.992481203	0.08167965332
333	0.992481203	0.08108063819
334	0.992481203	0.08058665111
335	0.992481203	0.07994341749
336	0.992481203	0.0796919743
337	0.992481203	0.07933515165
338	0.992481203	0.0791885617
339	0.992481203	0.07906605467
340	0.992481203	0.07879804732
341	0.992481203	0.07852060648
342	0.992481203	0.07827961347
343	0.992481203	0.07812235682
344	0.992481203	0.07769865529
345	0.9949874687	0.07746009702
346	0.9949874687	0.0769555012
347	0.9949874687	0.07676016809
348	0.9949874687	0.07651815266
349	0.9949874687	0.07643992809
350	0.9949874687	0.07623489378
351	0.9949874687	0.07591196907
352	0.9949874687	0.07572782693
353	0.9949874687	0.07516582916
354	0.9949874687	0.07474967355
355	0.9949874687	0.0745438166
356	0.9949874687	0.07409460018
357	0.9949874687	0.07385370549
358	0.9949874687	0.07324563098
359	0.9949874687	0.07284288008
360	0.9949874687	0.0725945774
361	0.9949874687	0.0725200666
362	0.9949874687	0.07231107262
363	0.9949874687	0.0718777721
364	0.9949874687	0.07166706322
365	0.9949874687	0.07134532728
366	0.9949874687	0.07130860835
367	0.9949874687	0.0712343674
368	0.9949874687	0.07117618265
369	0.9949874687	0.07110104774
370	0.9949874687	0.07107169517
371	0.9949874687	0.07086577589
372	0.9949874687	0.07078931949
373	0.9949874687	0.07052417273
374	0.9949874687	0.07018575769
375	0.9949874687	0.0701585887
376	0.9949874687	0.06981370017
377	0.9949874687	0.06951665181
378	0.9949874687	0.069416344
379	0.9949874687	0.06918836965
380	0.9949874687	0.06911139079
381	0.9949874687	0.06904542036
382	0.9949874687	0.06873139861
383	0.9949874687	0.0685078528
384	0.9949874687	0.06820290107
385	0.9949874687	0.068041201
386	0.9949874687	0.06789490488
387	0.9949874687	0.06779222826
388	0.9949874687	0.06767911229
389	0.9974937343	0.06745088679
390	0.9949874687	0.06727085334
391	0.9974937343	0.0670828469
392	0.9949874687	0.06676195089
393	0.9974937343	0.06652263739
394	0.9974937343	0.06628214189
395	0.9974937343	0.06581789599
396	0.9974937343	0.06576130324
397	0.9974937343	0.06567792078
398	0.9974937343	0.06560184029
399	0.9974937343	0.06521988516
400	0.9974937343	0.06471110503
401	0.9974937343	0.06468575833
402	0.9974937343	0.06466279519
403	0.9974937343	0.06456208689
404	0.9974937343	0.06453062214
405	0.9974937343	0.06429409877
406	0.9974937343	0.06393494526
407	0.9974937343	0.06354371391
408	0.9974937343	0.06325415574
409	0.9974937343	0.06303094664
410	0.9974937343	0.06279039547
411	0.9974937343	0.06269724373
412	0.9974937343	0.06238987122
413	0.9974937343	0.06228537345
414	0.9974937343	0.06224305365
415	0.9974937343	0.06198430733
416	0.9974937343	0.06195716477
417	0.9974937343	0.06177566356
418	0.9974937343	0.06164008932
419	0.9974937343	0.06153830911
420	0.9974937343	0.06132886393
421	0.9974937343	0.06104913403
422	0.9974937343	0.06094567394
423	0.9974937343	0.06078502239
424	0.9974937343	0.06053854901
425	0.9974937343	0.06041350451
426	0.9974937343	0.06018461634
427	0.9974937343	0.06011853667
428	0.9974937343	0.0599758856
429	0.9974937343	0.05981664243
430	0.9974937343	0.05968752747
431	0.9974937343	0.05952688414
432	0.9974937343	0.05935177114
433	0.9974937343	0.05890780323
434	0.9974937343	0.05887933557
435	0.9974937343	0.05886542878
436	0.9974937343	0.05845368419
437	0.9974937343	0.05837278692
438	0.9974937343	0.05825197632
439	0.9974937343	0.0580615581
440	0.9974937343	0.05789964812
441	0.9974937343	0.05784602184
442	0.9974937343	0.05778111644
443	0.9974937343	0.05777402512
444	0.9974937343	0.05759783203
445	0.9974937343	0.05734894859
446	0.9974937343	0.05715027627
447	0.9974937343	0.05711356884
448	0.9974937343	0.05702978929
449	0.9974937343	0.05701548927
450	0.9974937343	0.05698821088
451	0.9974937343	0.05676017061
452	0.9974937343	0.05658713735
453	0.9974937343	0.05629754771
454	0.9974937343	0.05607340532
455	0.9974937343	0.05573916682
456	0.9974937343	0.05548191766
457	0.9974937343	0.05514108783
458	0.9974937343	0.05493420996
459	0.9974937343	0.05478872332
460	0.9974937343	0.05444083259
461	0.9974937343	0.0543901235
462	0.9974937343	0.05415795373
463	0.9974937343	0.05393564357
464	0.9974937343	0.05373081595
465	0.9974937343	0.0536358739
466	0.9974937343	0.05356196657
467	0.9974937343	0.05343543074
468	0.9974937343	0.05341456798
469	0.9974937343	0.05341114251
470	0.9974937343	0.05322125692
471	0.9974937343	0.0531568631
472	0.9974937343	0.05289581277
473	0.9974937343	0.05281559582
474	0.9974937343	0.05272899177
475	0.9974937343	0.05261098302
476	0.9974937343	0.05253254616
477	0.9974937343	0.05229052223
478	0.9974937343	0.0522351556
479	0.9974937343	0.05202931219
480	0.9974937343	0.05188804859
481	0.9974937343	0.05185310043
482	0.9974937343	0.05164936176
483	0.9974937343	0.0515737377
484	0.9974937343	0.05152214266
485	1	0.05126740493
486	1	0.051094138
487	1	0.05094327682
488	1	0.05084101903
489	1	0.05052101515
490	1	0.05027242112
491	1	0.05018105227
492	1	0.04998083838
493	1	0.04969423985
494	1	0.04935248837
495	1	0.0492283916
496	1	0.04907311983
497	1	0.04902978286
498	1	0.04896790185
499	1	0.04889870086
500	1	0.04884883271
501	1	0.04877444936
502	1	0.04855936482
503	1	0.04837135456
504	1	0.04825950947
505	1	0.04786514657
506	1	0.04786264344
507	1	0.04782918117
508	1	0.04781286479
509	1	0.04769061605
510	1	0.0475990832
511	1	0.0475483426
512	1	0.04749005524
513	1	0.04744477657
514	1	0.0473836008
515	1	0.04732622249
516	1	0.04728196584
517	1	0.04716793024
518	1	0.04700200021
519	1	0.04677127898
520	1	0.04662661055
521	1	0.04651839767
522	1	0.04648102857
523	1	0.04625785691
524	1	0.04619181511
525	1	0.04612671538
526	1	0.04596229338
527	1	0.04592964604
528	1	0.04582062111
529	1	0.04576786078
530	1	0.04573306559
531	1	0.04557695672
532	1	0.04544048702
533	1	0.04543473137
534	1	0.04532772198
535	1	0.0452094516
536	1	0.04508819236
537	1	0.04497189214
538	1	0.04482880921
539	1	0.04474866077
540	1	0.04460357807
541	1	0.0445234146
542	1	0.04444316851
543	1	0.04436366329
544	1	0.04414700533
545	1	0.04399624138
546	1	0.0439244554
547	1	0.04366647265
548	1	0.04336152923
549	1	0.04328816405
550	1	0.04325917251
551	1	0.04313503763
552	1	0.04307264356
553	1	0.04301519884
554	1	0.04294751115
555	1	0.04271700072
556	1	0.04244615589
557	1	0.04236670452
558	1	0.04233297181
559	1	0.0423248897
560	1	0.04228779115
561	1	0.04218905572
562	1	0.0419910057
563	1	0.04171753971
564	1	0.04156791623
565	1	0.04149208533
566	1	0.04144134665
567	1	0.04117328858
568	1	0.04109338101
569	1	0.04105731466
570	1	0.04103246475
571	1	0.04101464907
572	1	0.04095020712
573	1	0.04088534148
574	1	0.04077755867
575	1	0.04075395535
576	1	0.04055415443
577	1	0.04034147038
578	1	0.04023742902
579	1	0.04012894862
580	1	0.04006065873
581	1	0.03993482515
582	1	0.03991155298
583	1	0.0397143697
584	1	0.03955693201
585	1	0.03945623763
586	1	0.03945429622
587	1	0.03938005451
588	1	0.03927310653
589	1	0.03920482877
590	1	0.0390231894
591	1	0.03884558772
592	1	0.03878478622
593	1	0.03871444479
594	1	0.03863912424
595	1	0.03863068187
596	1	0.03854132923
597	1	0.03851687506
598	1	0.03848986279
599	1	0.03839364467
600	1	0.03828031934
601	1	0.03827850901
602	1	0.03824341558
603	1	0.03819047046
604	1	0.0381411558
605	1	0.03807910186
606	1	0.03804488072
607	1	0.03793347337
608	1	0.03781055157
609	1	0.03775121758
610	1	0.03764943802
611	1	0.03762854439
612	1	0.03751710373
613	1	0.03742100046
614	1	0.03739271539
615	1	0.03734111009
616	1	0.03728550168
617	1	0.03723878421
618	1	0.03722176019
619	1	0.03717873287
620	1	0.03710410459
621	1	0.03697381039
622	1	0.03688446275
623	1	0.03679140993
624	1	0.03668446441
625	1	0.03654449278
626	1	0.03651072231
627	1	0.03642650378
628	1	0.03632556725
629	1	0.03629463893
630	1	0.03617929542
631	1	0.03611166959
632	1	0.03610332455
633	1	0.03605731133
634	1	0.036005456
635	1	0.03596927334
636	1	0.03583070404
637	1	0.03580642664
638	1	0.03572961398
639	1	0.03568621404
640	1	0.03557202372
641	1	0.03552895297
642	1	0.03544712067
643	1	0.03534142058
644	1	0.03526732969
645	1	0.03525678541
646	1	0.03513139791
647	1	0.03509350434
648	1	0.03504668584
649	1	0.03490959243
650	1	0.03489381838
651	1	0.03482778126
652	1	0.0347388118
653	1	0.03468502156
654	1	0.03448230887
655	1	0.03435655045
656	1	0.03424726491
657	1	0.03419112584
658	1	0.03416193719
659	1	0.0340588961
660	1	0.03397587677
661	1	0.03395013666
662	1	0.03393192521
663	1	0.03391457667
664	1	0.03386485475
665	1	0.0338111074
666	1	0.03373778958
667	1	0.03366000861
668	1	0.03365864067
669	1	0.03361886708
670	1	0.03355233778
671	1	0.03351453802
672	1	0.03347861533
673	1	0.03343157025
674	1	0.03338609638
675	1	0.03336165902
676	1	0.03333709133
677	1	0.03325995285
678	1	0.03323103919
679	1	0.03307770896
680	1	0.03297340665
681	1	0.03290594948
682	1	0.03279760751
683	1	0.03267258799
684	1	0.03265158908
685	1	0.0325662386
686	1	0.03250356551
687	1	0.03243987536
688	1	0.03240948576
689	1	0.03227167237
690	1	0.03224690901
691	1	0.03218850458
692	1	0.03201910035
693	1	0.03200606979
694	1	0.03191884375
695	1	0.03186646736
696	1	0.03178046359
697	1	0.03169292866
698	1	0.03161768321
699	1	0.0315483644
700	1	0.03153610356
701	1	0.03145533689
702	1	0.03132993622
703	1	0.03118643428
704	1	0.03112933327
705	1	0.03098491924
706	1	0.03092133504
707	1	0.03086252669
708	1	0.03079186181
709	1	0.03064432269
710	1	0.03059905993
711	1	0.03057501534
712	1	0.03053205872
713	1	0.03041816738
714	1	0.0303143485
715	1	0.03023157141
716	1	0.03014045636
717	1	0.0300769418
718	1	0.030003106
719	1	0.02990638068
720	1	0.02989103744
721	1	0.0298589334
722	1	0.02968264502
723	1	0.02954956097
724	1	0.02942350682
725	1	0.02933423032
726	1	0.02926269115
727	1	0.02921587928
728	1	0.02920937365
729	1	0.0290636327
730	1	0.028948699
731	1	0.02887023827
732	1	0.0288557973
733	1	0.0287809896
734	1	0.02866106721
735	1	0.02864686371
736	1	0.02853200076
737	1	0.02843552419
738	1	0.02833801773
739	1	0.02824705688
740	1	0.02818037685
741	1	0.02805218152
742	1	0.02797173745
743	1	0.02793555468
744	1	0.02784384214
745	1	0.02771571479
746	1	0.02769411049
747	1	0.02768441525
748	1	0.02758504149
749	1	0.02757826612
750	1	0.02748340395
751	1	0.02743501987
752	1	0.02736007095
753	1	0.0273373187
754	1	0.0273040804
755	1	0.02723025886
756	1	0.02715784816
757	1	0.02707819113
758	1	0.02700547502
759	1	0.02687704977
760	1	0.02683521462
761	1	0.02679470938
762	1	0.02676722059
763	1	0.02668080833
764	1	0.02666277997
765	1	0.02662340903
766	1	0.02661583386
767	1	0.02658087788
768	1	0.0264998011
769	1	0.02648665986
770	1	0.02642503055
771	1	0.02642420669
772	1	0.02638199966
773	1	0.02632899954
774	1	0.02623396374
775	1	0.02621231816
776	1	0.02617941768
777	1	0.02608190932
778	1	0.02598966016
779	1	0.02584223552
780	1	0.02583618155
781	1	0.0258083353
782	1	0.0257408186
783	1	0.02563815484
784	1	0.02561481317
785	1	0.02560643991
786	1	0.02557342492
787	1	0.02554392093
788	1	0.02549147949
789	1	0.02545110941
790	1	0.02535261017
791	1	0.02531755485
792	1	0.02531026094
793	1	0.02525749956
794	1	0.0252113159
795	1	0.025138628
796	1	0.02513862466
797	1	0.02509121691
798	1	0.02507206241
799	1	0.02503638389
800	1	0.02501022384
801	1	0.02497282172
802	1	0.02489506419
803	1	0.02484519035
804	1	0.02472932416
805	1	0.0246940921
806	1	0.02466043765
807	1	0.02461140019
808	1	0.02459271127
809	1	0.02455649755
810	1	0.0244962518
811	1	0.02447070331
812	1	0.02446967534
813	1	0.02446449875
814	1	0.02443680195
815	1	0.02440517207
816	1	0.02438818684
817	1	0.02437936579
818	1	0.02436377218
819	1	0.02433260145
820	1	0.02430889637
821	1	0.02422187843
822	1	0.0241812448
823	1	0.02415936569
824	1	0.02408805563
825	1	0.02404901154
826	1	0.02404191765
827	1	0.024029174
828	1	0.02401999601
829	1	0.02399550329
830	1	0.02393456721
831	1	0.02391532079
832	1	0.02386186646
833	1	0.02383629268
834	1	0.0238305598
835	1	0.02381454382
836	1	0.02379623017
837	1	0.02377694392
838	1	0.02374038974
839	1	0.02367914574
840	1	0.02362122014
841	1	0.02352667929
842	1	0.02350249399
843	1	0.02348957393
844	1	0.02348346812
845	1	0.0234232608
846	1	0.02338240518
847	1	0.02337228839
848	1	0.02332297288
849	1	0.02329550458
850	1	0.02320293945
851	1	0.02316238852
852	1	0.02315255374
853	1	0.02307227956
854	1	0.02307163361
855	1	0.02304434272
856	1	0.02296200075
857	1	0.02289510057
858	1	0.02287608147
859	1	0.02283364928
860	1	0.02282293746
861	1	0.02275508477
862	1	0.02267322635
863	1	0.02259773574
864	1	0.02252442282
865	1	0.02251455556
866	1	0.02247170168
867	1	0.02241971321
868	1	0.02235133223
869	1	0.02229092958
870	1	0.02227820443
871	1	0.02225706806
872	1	0.0222410425
873	1	0.02218826577
874	1	0.02213287476
875	1	0.02206084593
876	1	0.02201790494
877	1	0.02200218861
878	1	0.02198576184
879	1	0.02191658809
880	1	0.02189833218
881	1	0.02186905607
882	1	0.02186751457
883	1	0.02185061499
884	1	0.02184976588
885	1	0.02182451119
886	1	0.02181122115
887	1	0.02179829886
888	1	0.02174696228
889	1	0.02173144563
890	1	0.02172343108
891	1	0.02170527333
892	1	0.02162115854
893	1	0.02157701361
894	1	0.02152924821
895	1	0.02151555015
896	1	0.0214439655
897	1	0.02139753903
898	1	0.02134734409
899	1	0.02131785989
900	1	0.02127288535
901	1	0.02116757688
902	1	0.02116702848
903	1	0.02110761578
904	1	0.02106633367
905	1	0.02104798034
906	1	0.02101005825
907	1	0.02100966211
908	1	0.02093690216
909	1	0.0208778762
910	1	0.02082940502
911	1	0.02078779234
912	1	0.0207090376
913	1	0.02070882827
914	1	0.02064245183
915	1	0.02061364907
916	1	0.02058892893
917	1	0.0205360094
918	1	0.02050450915
919	1	0.02045826137
920	1	0.02041534824
921	1	0.02038165828
922	1	0.02038149053
923	1	0.02035849062
924	1	0.02032768592
925	1	0.02021705809
926	1	0.02021094759
927	1	0.0201848572
928	1	0.0201714783
929	1	0.02015026678
930	1	0.02010706526
931	1	0.02004984198
932	1	0.02001919544
933	1	0.01995377744
934	1	0.0198875032
935	1	0.01984376329
936	1	0.0197633394
937	1	0.01971030908
938	1	0.01970760509
939	1	0.01969298514
940	1	0.01966900686
941	1	0.01964538614
942	1	0.01959406298
943	1	0.01950461727
944	1	0.01950459982
945	1	0.01949079718
946	1	0.01945141465
947	1	0.01940057306
948	1	0.01934024229
949	1	0.01929844865
950	1	0.01924597308
951	1	0.01919853346
952	1	0.01914374985
953	1	0.01907991563
954	1	0.0190520049
955	1	0.01904654479
956	1	0.01902040578
957	1	0.01898666708
958	1	0.01898666422
959	1	0.01890660723
960	1	0.01884534296
961	1	0.01876973877
962	1	0.01872188522
963	1	0.01872165506
964	1	0.01870170265
965	1	0.01867538305
966	1	0.01866363812
967	1	0.01863097956
968	1	0.01860193042
969	1	0.01859784447
970	1	0.01858739036
971	1	0.01854970999
972	1	0.01853866269
973	1	0.01850139698
974	1	0.01846781617
975	1	0.01846778689
976	1	0.01841022103
977	1	0.0183810418
978	1	0.01834138663
979	1	0.01831068778
980	1	0.01831068054
981	1	0.01829360954
982	1	0.0182931774
983	1	0.01826953075
984	1	0.0182596703
985	1	0.01824670086
986	1	0.01823658248
987	1	0.0181892554
988	1	0.01815363842
989	1	0.01814635599
990	1	0.01810417158
991	1	0.0181025502
992	1	0.01807371274
993	1	0.01807370854
994	1	0.01805476491
995	1	0.01803670294
996	1	0.0180235061
997	1	0.01798922218
998	1	0.01794634488
999	1	0.01790726836
